REGION,CATEGORY,TECHNOLOGY,AMOUNT (2020 USD MILLION),YEAR
Africa,Renewables,Solar energy,0.02,2016
Africa,Renewables,Solar energy,0.08,2017
Africa,Renewables,Solar energy,0.05,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Multiple renewables,0.29,2017
Africa,Non-renewables,Fossil fuels n.e.s.,23.26,2017
Africa,Non-renewables,Fossil fuels n.e.s.,0.05,2017
Africa,Renewables,Multiple renewables,0.18,2017
Africa,Renewables,Multiple renewables,0.02,2018
Africa,Renewables,Multiple renewables,0.06,2017
Africa,Renewables,Multiple renewables,0.06,2017
Africa,Renewables,Multiple renewables,0,2006
Africa,Renewables,Solar energy,0.01,2009
Africa,Renewables,Solar energy,0,2015
Africa,Renewables,Solar energy,0,2009
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0.01,2019
Africa,Renewables,Multiple renewables,0.03,2017
Africa,Renewables,Multiple renewables,0.59,2017
Africa,Non-renewables,Fossil fuels n.e.s.,0.25,2017
Africa,Renewables,Solar energy,0.49,2017
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Non-renewables,Fossil fuels n.e.s.,17.29,2019
Africa,Renewables,Multiple renewables,9.32,2019
Africa,Renewables,Multiple renewables,0.03,2019
Africa,Renewables,Multiple renewables,0.35,2013
Africa,Renewables,Multiple renewables,0.09,2013
Africa,Renewables,Multiple renewables,5.07,2019
Africa,Renewables,Solar energy,0.03,2020
Africa,Renewables,Multiple renewables,0,2008
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Multiple renewables,0.68,2017
Africa,Non-renewables,Coal and peat,28.7,2017
Africa,Renewables,Solar energy,20.85,2017
Africa,Renewables,Solar energy,2.3,2017
Africa,Renewables,Solar energy,1.57,2017
Africa,Renewables,Solar energy,1.31,2008
Africa,Renewables,Solar energy,0.42,2010
Africa,Renewables,Solar energy,1.48,2011
Africa,Renewables,Solar energy,0.04,2013
Africa,Renewables,Multiple renewables,0.06,2014
Africa,Renewables,Multiple renewables,0.02,2015
Africa,Renewables,Multiple renewables,0.43,2016
Africa,Renewables,Multiple renewables,1.58,2009
Africa,Renewables,Solar energy,0.12,2010
Africa,Renewables,Multiple renewables,0.4,2012
Africa,Renewables,Solar energy,9.64,2012
Africa,Renewables,Multiple renewables,0.12,2012
Africa,Renewables,Multiple renewables,0.11,2009
Africa,Renewables,Solar energy,6.62,2018
Africa,Renewables,Solar energy,0.09,2015
Africa,Renewables,Solar energy,0.18,2016
Africa,Renewables,Solar energy,0.11,2017
Africa,Non-renewables,Fossil fuels n.e.s.,4.4,2018
Africa,Renewables,Solar energy,0.42,2012
Africa,Renewables,Solar energy,0.3,2010
Africa,Renewables,Solar energy,0.08,2010
Africa,Renewables,Multiple renewables,0.01,2011
Africa,Renewables,Multiple renewables,0.46,2011
Africa,Renewables,Solar energy,0.79,2013
Africa,Renewables,Solar energy,1.84,2018
Africa,Renewables,Solar energy,27.23,2016
Africa,Renewables,Solar energy,0.02,2014
Africa,Renewables,Solar energy,0.07,2015
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Solar energy,0.04,2020
Africa,Renewables,Solar energy,0.01,2019
Africa,Renewables,Solar energy,1.18,2019
Africa,Renewables,Solar energy,0.06,2018
Africa,Renewables,Solar energy,0.8,2019
Africa,Renewables,Solar energy,0,2010
Africa,Non-renewables,Fossil fuels n.e.s.,90.07,2012
Africa,Non-renewables,Fossil fuels n.e.s.,21.23,2000
Africa,Renewables,Solar energy,17.34,2000
Africa,Renewables,Solar energy,14.8,2013
Africa,Renewables,Solar energy,26.06,2018
Africa,Renewables,Solar energy,0.06,2015
Africa,Renewables,Solar energy,0.08,2020
Africa,Renewables,Solar energy,0.08,2017
Africa,Renewables,Solar energy,0.07,2020
Africa,Renewables,Solar energy,0.02,2018
Africa,Renewables,Multiple renewables,7.2,2017
Africa,Renewables,Multiple renewables,0.22,2017
Africa,Renewables,Multiple renewables,5.56,2017
Africa,Renewables,Wind energy,0.06,2017
Africa,Renewables,Wind energy,0.11,2017
Africa,Renewables,Solar energy,14.43,2017
Africa,Renewables,Multiple renewables,0,2017
Africa,Non-renewables,Fossil fuels n.e.s.,30.96,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Multiple renewables,0,2017
Africa,Renewables,Solar energy,0.08,2017
Africa,Non-renewables,Fossil fuels n.e.s.,0.1,2017
Africa,Renewables,Wind energy,4.67,2017
Africa,Renewables,Wind energy,18.44,2017
Africa,Renewables,Multiple renewables,52.11,2017
Africa,Renewables,Solar energy,11.27,2017
Africa,Renewables,Solar energy,0.01,2017
Africa,Non-renewables,Nuclear,0.03,2017
Africa,Renewables,Solar energy,0.1,2017
Africa,Non-renewables,Fossil fuels n.e.s.,3.92,2008
Africa,Non-renewables,Fossil fuels n.e.s.,96.94,2008
Africa,Renewables,Solar energy,1.89,2008
Africa,Renewables,Solar energy,7.56,2009
Africa,Non-renewables,Fossil fuels n.e.s.,100.35,2009
Africa,Non-renewables,Fossil fuels n.e.s.,26.76,2003
Africa,Renewables,Multiple renewables,1.19,2015
Africa,Renewables,Multiple renewables,0.06,2016
Africa,Renewables,Wind energy,46.2,2017
Africa,Non-renewables,Fossil fuels n.e.s.,98.25,2017
Africa,Renewables,Wind energy,120.72,2017
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Solar energy,0.11,2017
Africa,Renewables,Solar energy,4.63,2017
Africa,Renewables,Solar energy,0.14,2017
Africa,Renewables,Solar energy,0.12,2017
Africa,Renewables,Solar energy,0.12,2017
Africa,Renewables,Multiple renewables,0,2006
Africa,Renewables,Solar energy,22.34,2008
Africa,Renewables,Solar energy,0.57,2010
Africa,Renewables,Solar energy,0.33,2016
Africa,Renewables,Solar energy,0.07,2016
Africa,Non-renewables,Fossil fuels n.e.s.,0.01,2016
Africa,Renewables,Solar energy,42.27,2017
Africa,Renewables,Solar energy,5.15,2016
Africa,Renewables,Multiple renewables,27.64,2010
Africa,Renewables,Multiple renewables,0.08,2010
Africa,Non-renewables,Fossil fuels n.e.s.,2.87,2014
Africa,Renewables,Multiple renewables,1.68,2014
Africa,Renewables,Solar energy,10,2001
Africa,Non-renewables,Nuclear,0.54,2010
Africa,Non-renewables,Nuclear,0.35,2013
Africa,Renewables,Solar energy,2.04,2011
Africa,Renewables,Solar energy,0,2015
Africa,Renewables,Solar energy,0.02,2019
Africa,Renewables,Multiple renewables,35.07,2019
Africa,Renewables,Multiple renewables,17.54,2019
Africa,Renewables,Multiple renewables,58.79,2019
Africa,Renewables,Multiple renewables,0.11,2006
Africa,Renewables,Multiple renewables,0.23,2009
Africa,Renewables,Multiple renewables,1.33,2009
Africa,Non-renewables,Nuclear,0.06,2010
Africa,Renewables,Multiple renewables,29.4,2010
Africa,Renewables,Multiple renewables,1.41,2010
Africa,Renewables,Multiple renewables,0.05,2012
Africa,Renewables,Multiple renewables,0.05,2013
Africa,Renewables,Multiple renewables,0.02,2015
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Multiple renewables,0.01,2017
Africa,Renewables,Multiple renewables,0,2017
Africa,Renewables,Multiple renewables,0.15,2017
Africa,Renewables,Multiple renewables,0.03,2017
Africa,Renewables,Solar energy,0,2017
Africa,Renewables,Solar energy,0,2014
Africa,Renewables,Solar energy,0,2008
Africa,Renewables,Multiple renewables,0.02,2010
Africa,Renewables,Multiple renewables,0.01,2010
Africa,Renewables,Multiple renewables,0.04,2017
Africa,Renewables,Solar energy,0,2004
Africa,Renewables,Solar energy,0.01,2005
Africa,Renewables,Solar energy,0.23,2010
Africa,Non-renewables,Coal and peat,296.41,2010
Africa,Non-renewables,Fossil fuels n.e.s.,0.23,2019
Africa,Renewables,Multiple renewables,4.62,2009
Africa,Renewables,Multiple renewables,0.01,2006
Africa,Renewables,Multiple renewables,0.04,2009
Africa,Renewables,Multiple renewables,0.07,2001
Africa,Renewables,Multiple renewables,0.05,2001
Africa,Renewables,Multiple renewables,0.02,2002
Africa,Renewables,Multiple renewables,0.04,2002
Africa,Renewables,Solar energy,0.01,2003
Africa,Renewables,Multiple renewables,0.05,2003
Africa,Renewables,Multiple renewables,0.05,2015
Africa,Renewables,Multiple renewables,0.34,2013
Africa,Renewables,Solar energy,0.03,2013
Africa,Renewables,Multiple renewables,0.01,2015
Africa,Renewables,Solar energy,0.11,2018
Africa,Renewables,Solar energy,0.07,2008
Africa,Renewables,Solar energy,0.48,2009
Africa,Renewables,Solar energy,0.28,2010
Africa,Renewables,Solar energy,0.22,2011
Africa,Renewables,Solar energy,0.08,2015
Africa,Renewables,Solar energy,0.2,2017
Africa,Renewables,Solar energy,0.4,2007
Africa,Non-renewables,Fossil fuels n.e.s.,0.04,2010
Africa,Renewables,Multiple renewables,0.01,2000
Africa,Non-renewables,Fossil fuels n.e.s.,0.01,2003
Africa,Renewables,Wind energy,0.18,2020
Africa,Renewables,Solar energy,0.04,2019
Africa,Renewables,Multiple renewables,0.2,2003
Africa,Renewables,Solar energy,0.01,2019
Africa,Renewables,Wind energy,0.01,2019
Africa,Renewables,Solar energy,4.71,2020
Africa,Renewables,Multiple renewables,1.94,2020
Africa,Renewables,Solar energy,0,2015
Africa,Renewables,Wind energy,120.4,2019
Africa,Renewables,Solar energy,0,2019
Africa,Renewables,Multiple renewables,0,2019
Africa,Renewables,Solar energy,0.02,2019
Africa,Renewables,Multiple renewables,0.02,2013
Africa,Renewables,Multiple renewables,0.02,2013
Africa,Renewables,Solar energy,4.72,2013
Africa,Renewables,Solar energy,0.01,2014
Africa,Renewables,Multiple renewables,0.01,2014
Africa,Renewables,Multiple renewables,0.02,2015
Africa,Renewables,Solar energy,0,2015
Africa,Renewables,Wind energy,3.58,2015
Africa,Renewables,Multiple renewables,0.02,2016
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Solar energy,0,2018
Africa,Renewables,Multiple renewables,0.09,2020
Africa,Renewables,Solar energy,0.03,2014
Africa,Renewables,Solar energy,0.01,2019
Africa,Renewables,Solar energy,0.01,2017
Africa,Renewables,Solar energy,0,2011
Africa,Renewables,Solar energy,0,2013
Africa,Renewables,Solar energy,0.01,2009
Africa,Renewables,Solar energy,0.01,2007
Africa,Non-renewables,Coal and peat,369.18,2014
Africa,Renewables,Solar energy,0.03,2009
Africa,Renewables,Solar energy,185.75,2009
Africa,Renewables,Solar energy,206.92,2019
Africa,Renewables,Solar energy,208.49,2009
Africa,Renewables,Wind energy,62.71,2018
Africa,Renewables,Wind energy,50.17,2002
Africa,Renewables,Solar energy,73.86,2017
Africa,Renewables,Solar energy,28.72,2015
Africa,Renewables,Solar energy,72.94,2006
Africa,Renewables,Wind energy,68.78,2009
Africa,Renewables,Wind energy,68.23,2008
Africa,Renewables,Multiple renewables,2.05,2004
Africa,Renewables,Multiple renewables,1.99,2007
Africa,Renewables,Multiple renewables,3.26,2006
Africa,Renewables,Multiple renewables,0.04,2008
Africa,Non-renewables,Nuclear,0.01,2009
Africa,Renewables,Solar energy,3.85,2010
Africa,Renewables,Multiple renewables,22.75,2005
Africa,Renewables,Multiple renewables,40.44,2007
Africa,Renewables,Solar energy,0.29,2014
Africa,Renewables,Wind energy,0.04,2015
Africa,Renewables,Multiple renewables,0.05,2015
Africa,Renewables,Solar energy,0.01,2016
Africa,Renewables,Multiple renewables,3.85,2018
Africa,Renewables,Multiple renewables,0.18,2017
Africa,Renewables,Multiple renewables,0.02,2017
Africa,Renewables,Multiple renewables,0.01,2004
Africa,Renewables,Solar energy,0.02,2004
Africa,Renewables,Solar energy,2.64,2004
Africa,Renewables,Wind energy,42.44,2005
Africa,Renewables,Wind energy,47.15,2006
Africa,Renewables,Solar energy,0.01,2005
Africa,Renewables,Wind energy,63.66,2005
Africa,Renewables,Solar energy,0.03,2019
Africa,Renewables,Multiple renewables,2.39,2019
Africa,Renewables,Solar energy,343.2,2020
Africa,Renewables,Solar energy,343.2,2020
Africa,Renewables,Multiple renewables,70.73,2011
Africa,Renewables,Solar energy,10.5,2012
Africa,Renewables,Solar energy,1.74,2017
Africa,Renewables,Solar energy,3.1,2012
Africa,Renewables,Wind energy,3.36,2012
Africa,Renewables,Multiple renewables,4.48,2010
Africa,Renewables,Solar energy,75.83,2001
Africa,Renewables,Solar energy,401.52,2001
Africa,Renewables,Solar energy,394.22,2000
Africa,Renewables,Solar energy,8.64,2002
Africa,Renewables,Multiple renewables,50.55,2009
Africa,Renewables,Solar energy,19.24,2010
Africa,Non-renewables,Nuclear,0.04,2013
Africa,Non-renewables,Nuclear,0.32,2015
Africa,Non-renewables,Nuclear,0.11,2016
Africa,Non-renewables,Nuclear,0.3,2016
Africa,Non-renewables,Nuclear,0.02,2017
Africa,Non-renewables,Nuclear,0.07,2017
Africa,Non-renewables,Nuclear,0.13,2018
Africa,Non-renewables,Nuclear,0.06,2019
Africa,Non-renewables,Nuclear,0.7,2017
Africa,Non-renewables,Nuclear,0.52,2017
Africa,Non-renewables,Nuclear,0.42,2017
Africa,Renewables,Solar energy,0.49,2018
Africa,Non-renewables,Fossil fuels n.e.s.,31.68,2019
Africa,Non-renewables,Coal and peat,126.84,2019
Africa,Renewables,Multiple renewables,188.94,2019
Africa,Renewables,Solar energy,0.02,2017
Africa,Renewables,Solar energy,0.01,2019
Africa,Renewables,Solar energy,9.1,2017
Africa,Renewables,Solar energy,0.24,2004
Africa,Renewables,Solar energy,6.83,2015
Africa,Renewables,Solar energy,110.51,2010
Africa,Non-renewables,Fossil fuels n.e.s.,27.27,2017
Africa,Renewables,Solar energy,0.01,2020
Africa,Renewables,Solar energy,0.01,2017
Africa,Non-renewables,Fossil fuels n.e.s.,59.82,2019
Africa,Non-renewables,Fossil fuels n.e.s.,40.19,2005
Africa,Renewables,Solar energy,0.08,2004
Africa,Renewables,Solar energy,3.66,2008
Africa,Renewables,Multiple renewables,6.44,2014
Africa,Renewables,Solar energy,2.46,2014
Africa,Renewables,Solar energy,0.09,2014
Africa,Renewables,Solar energy,117.58,2015
Africa,Non-renewables,Fossil fuels n.e.s.,163.76,2016
Africa,Renewables,Solar energy,0.52,2016
Africa,Renewables,Solar energy,0.2,2016
Africa,Renewables,Solar energy,0.08,2016
Africa,Renewables,Solar energy,0,2016
Africa,Renewables,Multiple renewables,0.06,2016
Africa,Renewables,Multiple renewables,0.06,2007
Africa,Renewables,Solar energy,0.72,2008
Africa,Renewables,Solar energy,0.75,2010
Africa,Non-renewables,Fossil fuels n.e.s.,0.07,2015
Africa,Non-renewables,Fossil fuels n.e.s.,0.75,2015
Africa,Renewables,Solar energy,0.29,2018
Africa,Non-renewables,Fossil fuels n.e.s.,0.71,2013
Africa,Renewables,Solar energy,0.03,2014
Africa,Non-renewables,Fossil fuels n.e.s.,120.46,2016
Africa,Renewables,Wind energy,223.89,2011
Africa,Renewables,Solar energy,117.72,2004
Africa,Renewables,Solar energy,16.58,2009
Africa,Renewables,Solar energy,8.92,2015
Africa,Renewables,Solar energy,58.31,2015
Africa,Renewables,Solar energy,9.07,2015
Africa,Renewables,Solar energy,19.5,2017
Africa,Renewables,Multiple renewables,0.09,2008
Africa,Renewables,Multiple renewables,0.02,2008
Africa,Renewables,Multiple renewables,0.03,2009
Africa,Renewables,Solar energy,0.51,2005
Africa,Renewables,Multiple renewables,0.39,2000
Africa,Non-renewables,Fossil fuels n.e.s.,0.5,2000
Africa,Renewables,Multiple renewables,0.9,2003
Africa,Renewables,Multiple renewables,0.21,2004
Africa,Renewables,Multiple renewables,0.21,2005
Africa,Renewables,Multiple renewables,118.5,2009
Africa,Renewables,Multiple renewables,0.35,2007
Africa,Renewables,Solar energy,4.18,2010
Africa,Renewables,Multiple renewables,58.46,2009
Africa,Renewables,Solar energy,83.96,2009
Africa,Renewables,Solar energy,0.89,2012
Africa,Non-renewables,Nuclear,0.29,2012
Africa,Non-renewables,Nuclear,0.01,2017
Africa,Non-renewables,Nuclear,0.27,2012
Africa,Non-renewables,Nuclear,0.39,2013
Africa,Renewables,Wind energy,0,2018
Africa,Renewables,Multiple renewables,0.06,2004
Africa,Renewables,Solar energy,5.96,2012
Africa,Renewables,Solar energy,4.69,2010
Africa,Renewables,Solar energy,86.18,2004
Africa,Renewables,Multiple renewables,25.02,2019
Africa,Renewables,Wind energy,2.87,2019
Africa,Renewables,Wind energy,0.76,2019
Africa,Renewables,Solar energy,184.64,2019
Africa,Renewables,Solar energy,354.7,2002
Africa,Renewables,Solar energy,93.19,2002
Africa,Renewables,Solar energy,54.34,2010
Africa,Renewables,Multiple renewables,3.88,2000
Africa,Renewables,Multiple renewables,55.9,2000
Africa,Renewables,Multiple renewables,2.91,2006
Africa,Non-renewables,Nuclear,1.26,2007
Africa,Non-renewables,Nuclear,2.35,2012
Africa,Non-renewables,Fossil fuels n.e.s.,0.01,2016
Africa,Renewables,Multiple renewables,0.04,2014
Africa,Renewables,Multiple renewables,22.36,2016
Africa,Renewables,Multiple renewables,0.93,2016
Africa,Renewables,Solar energy,25.61,2018
Africa,Renewables,Solar energy,25.61,2018
Africa,Renewables,Multiple renewables,0.01,2014
Africa,Renewables,Multiple renewables,0.05,2014
Africa,Renewables,Multiple renewables,0.6,2017
Africa,Renewables,Multiple renewables,0.05,2004
Africa,Renewables,Multiple renewables,0.75,2005
Africa,Renewables,Multiple renewables,0.43,2009
Africa,Renewables,Multiple renewables,0.34,2009
Africa,Non-renewables,Fossil fuels n.e.s.,1.14,2015
Africa,Non-renewables,Fossil fuels n.e.s.,1.22,2013
Africa,Renewables,Multiple renewables,0.55,2014
Africa,Renewables,Multiple renewables,37.45,2012
Africa,Renewables,Multiple renewables,0.01,2013
Africa,Renewables,Multiple renewables,0,2013
Africa,Renewables,Solar energy,2.51,2014
Africa,Renewables,Solar energy,1.73,2014
Africa,Renewables,Solar energy,0.21,2015
Africa,Renewables,Solar energy,0.38,2016
Africa,Renewables,Multiple renewables,2.08,2018
Africa,Renewables,Multiple renewables,1.4,2008
Africa,Renewables,Multiple renewables,1.14,2017
Africa,Non-renewables,Fossil fuels n.e.s.,3.44,2015
Africa,Renewables,Solar energy,0.08,2010
Africa,Renewables,Solar energy,-0.08,2016
Africa,Renewables,Multiple renewables,0.08,2009
Africa,Renewables,Multiple renewables,0.06,2009
Africa,Renewables,Multiple renewables,0.39,2010
